"N;Date;Time;N [Decimal degrees];E [Decimal degrees];GPS uncertainty [m];h [m];Location provider;D [ÎĽSv/h];Standard deviation;Standard error of the mean value;CF;Number of measured points".
"916;2022-09-09;10:20:57;46.022;14.513;3.79;338.146;gps;0.058;0;0;0;1".
"917;2022-09-09;10:20:58;46.022;14.512;3.79;337.774;gps;0.058;0;0;0;1".
"918;2022-09-09;10:20:59;46.022;14.512;3.79;338.506;gps;0.058;0;0;0;1".
"919;2022-09-09;10:21:00;46.023;14.512;3.79;338.842;gps;0.056;0;0;0;1".
"920;2022-09-09;10:21:01;46.023;14.511;3.79;339.576;gps;0.054;0;0;0;1".
"921;2022-09-09;10:21:02;46.023;14.511;3.79;339.058;gps;0.054;0;0;0;1".
"922;2022-09-09;10:21:03;46.023;14.511;3.79;339.622;gps;0.052;0;0;0;1".
"923;2022-09-09;10:21:04;46.023;14.51;3.79;339.687;gps;0.053;0;0;0;1".
"924;2022-09-09;10:21:05;46.023;14.51;3.79;339.927;gps;0.052;0;0;0;1".
"925;2022-09-09;10:21:06;46.023;14.51;3.79;340.307;gps;0.053;0;0;0;1".
"926;2022-09-09;10:21:07;46.023;14.509;3.79;340.278;gps;0.053;0;0;0;1".
"927;2022-09-09;10:21:08;46.024;14.509;3.79;340.603;gps;0.055;0;0;0;1".
"928;2022-09-09;10:21:09;46.024;14.508;3.79;340.758;gps;0.056;0;0;0;1".
"929;2022-09-09;10:21:10;46.024;14.508;3.79;340.746;gps;0.054;0;0;0;1".
"930;2022-09-09;10:21:11;46.024;14.508;3.79;339.863;gps;0.055;0;0;0;1".
"931;2022-09-09;10:21:13;46.024;14.507;5.36;340.218;averaged;0.054;0;0;0;2".
"932;2022-09-09;10:21:14;46.024;14.507;3.79;339.623;gps;0.055;0;0;0;1".
"933;2022-09-09;10:21:16;46.024;14.506;5.36;339.331;averaged;0.054;0.001;0;0;2".
"934;2022-09-09;10:21:17;46.024;14.506;3.79;339.023;gps;0.054;0;0;0;1".
"935;2022-09-09;10:21:18;46.024;14.506;3.79;339.253;gps;0.057;0;0;0;1".
"936;2022-09-09;10:21:19;46.024;14.505;3.79;338.918;gps;0.057;0;0;0;1".
"937;2022-09-09;10:21:20;46.025;14.505;3.79;338.751;gps;0.057;0;0;0;1".
"938;2022-09-09;10:21:21;46.025;14.505;3.79;338.749;gps;0.056;0;0;0;1".
"939;2022-09-09;10:21:22;46.025;14.504;3.79;338.401;gps;0.052;0;0;0;1".
"940;2022-09-09;10:21:22;46.025;14.504;3.79;338.662;gps;0.052;0;0;0;1".
"941;2022-09-09;10:21:24;46.025;14.504;3.79;338.737;gps;0.052;0;0;0;1".
"942;2022-09-09;10:21:24;46.025;14.503;3.79;339.011;gps;0.053;0;0;0;1".
"943;2022-09-09;10:21:26;46.025;14.503;3.79;338.921;gps;0.053;0;0;0;1".
"944;2022-09-09;10:21:26;46.025;14.502;3.79;338.87;gps;0.052;0;0;0;1".
"945;2022-09-09;10:21:28;46.025;14.502;3.79;339.01;gps;0.051;0;0;0;1".
"946;2022-09-09;10:21:28;46.025;14.502;3.79;338.994;gps;0.052;0;0;0;1".
"947;2022-09-09;10:21:30;46.025;14.501;3.79;339.231;gps;0.052;0;0;0;1".
"948;2022-09-09;10:21:30;46.025;14.501;3.79;338.935;gps;0.052;0;0;0;1".
"949;2022-09-09;10:21:31;46.025;14.501;3.79;338.78;gps;0.053;0;0;0;1".
"950;2022-09-09;10:21:32;46.025;14.5;3.79;339.024;gps;0.053;0;0;0;1".
"951;2022-09-09;10:21:33;46.026;14.5;3.79;339.26;gps;0.052;0;0;0;1".
"952;2022-09-09;10:21:34;46.026;14.5;3.79;338.609;gps;0.053;0;0;0;1".
"953;2022-09-09;10:21:35;46.026;14.5;3.79;338.374;gps;0.055;0;0;0;1".
"954;2022-09-09;10:21:36;46.026;14.499;3.79;338.338;gps;0.053;0;0;0;1".
"955;2022-09-09;10:21:37;46.026;14.499;3.79;338.148;gps;0.051;0;0;0;1".
"956;2022-09-09;10:21:38;46.026;14.499;3.79;337.969;gps;0.051;0;0;0;1".
"957;2022-09-09;10:21:39;46.026;14.499;3.79;337.977;gps;0.05;0;0;0;1".
"958;2022-09-09;10:21:40;46.026;14.499;3.79;337.965;gps;0.051;0;0;0;1".
"959;2022-09-09;10:21:41;46.026;14.498;3.79;338.483;gps;0.05;0;0;0;1".
"960;2022-09-09;10:21:42;46.026;14.498;3.79;337.697;gps;0.053;0;0;0;1".
"961;2022-09-09;10:21:43;46.026;14.498;3.79;338.784;gps;0.055;0;0;0;1".
"962;2022-09-09;10:21:44;46.026;14.498;3.79;337.797;gps;0.054;0;0;0;1".
"963;2022-09-09;10:21:45;46.026;14.498;3.79;337.66;gps;0.053;0;0;0;1".
"964;2022-09-09;10:21:46;46.026;14.498;3.79;338.175;gps;0.055;0;0;0;1".
"965;2022-09-09;10:21:47;46.026;14.498;3.79;338.316;gps;0.053;0;0;0;1".
"966;2022-09-09;10:21:48;46.026;14.498;3.79;337.993;gps;0.054;0;0;0;1".
"967;2022-09-09;10:21:49;46.027;14.498;3.79;338.65;gps;0.054;0;0;0;1".
"968;2022-09-09;10:21:50;46.027;14.498;3.79;337.975;gps;0.056;0;0;0;1".
"969;2022-09-09;10:21:51;46.027;14.498;3.79;337.464;gps;0.058;0;0;0;1".
"970;2022-09-09;10:21:52;46.027;14.498;3.79;336.611;gps;0.057;0;0;0;1".
"971;2022-09-09;10:21:53;46.027;14.498;3.79;336.436;gps;0.057;0;0;0;1".
"972;2022-09-09;10:21:54;46.027;14.498;3.79;335.967;gps;0.058;0;0;0;1".
"973;2022-09-09;10:21:55;46.027;14.498;3.79;335.25;gps;0.058;0;0;0;1".
"974;2022-09-09;10:21:56;46.027;14.498;3.79;335.144;gps;0.058;0;0;0;1".
"975;2022-09-09;10:21:57;46.027;14.498;3.79;335.098;gps;0.06;0;0;0;1".
"976;2022-09-09;10:21:58;46.028;14.498;3.79;335.752;gps;0.061;0;0;0;1".
"977;2022-09-09;10:21:59;46.028;14.498;3.79;335.36;gps;0.062;0;0;0;1".
"978;2022-09-09;10:22:00;46.028;14.498;3.79;335.761;gps;0.067;0;0;0;1".
"979;2022-09-09;10:22:01;46.028;14.498;3.79;334.747;gps;0.069;0;0;0;1".
"980;2022-09-09;10:22:02;46.028;14.498;3.79;334.607;gps;0.07;0;0;0;1".
"981;2022-09-09;10:22:03;46.028;14.499;3.79;334.183;gps;0.068;0;0;0;1".
"982;2022-09-09;10:22:04;46.028;14.499;3.79;334.047;gps;0.066;0;0;0;1".
"983;2022-09-09;10:22:05;46.028;14.499;3.79;333.387;gps;0.065;0;0;0;1".
"984;2022-09-09;10:22:06;46.028;14.499;3.79;334.449;gps;0.066;0;0;0;1".
"985;2022-09-09;10:22:08;46.028;14.499;5.36;334.399;averaged;0.064;0.002;0.002;0;2".
"986;2022-09-09;10:22:10;46.028;14.499;5.36;333.688;averaged;0.062;0.001;0.001;0;2".
"987;2022-09-09;10:22:17;46.028;14.499;10.028;335.271;averaged;0.058;0.001;0;0;7".
"988;2022-09-09;10:22:19;46.028;14.499;5.36;338.192;averaged;0.056;0;0;0;2".
"989;2022-09-09;10:22:21;46.028;14.499;5.36;337.587;averaged;0.055;0.001;0.001;0;2".
"990;2022-09-09;10:22:22;46.028;14.499;3.79;336.798;gps;0.055;0;0;0;1".
"991;2022-09-09;10:22:23;46.028;14.499;3.79;336.66;gps;0.055;0;0;0;1".
"992;2022-09-09;10:22:24;46.028;14.5;3.79;335.986;gps;0.055;0;0;0;1".
"993;2022-09-09;10:22:25;46.028;14.5;3.79;336.417;gps;0.054;0;0;0;1".
"994;2022-09-09;10:22:26;46.028;14.5;3.79;336.722;gps;0.055;0;0;0;1".
"995;2022-09-09;10:22:27;46.028;14.5;3.79;336.924;gps;0.058;0;0;0;1".
"996;2022-09-09;10:22:28;46.028;14.5;3.79;336.218;gps;0.06;0;0;0;1".
"997;2022-09-09;10:22:29;46.028;14.5;3.79;336.146;gps;0.059;0;0;0;1".
"998;2022-09-09;10:22:30;46.028;14.5;3.79;335.983;gps;0.058;0;0;0;1".
"999;2022-09-09;10:22:31;46.028;14.5;3.79;336.252;gps;0.057;0;0;0;1".
"1000;2022-09-09;10:22:32;46.028;14.5;3.79;336.202;gps;0.056;0;0;0;1".
"1001;2022-09-09;10:22:33;46.029;14.5;3.79;336.457;gps;0.057;0;0;0;1".
"1002;2022-09-09;10:22:34;46.029;14.5;3.79;336.934;gps;0.057;0;0;0;1".
"1003;2022-09-09;10:22:35;46.029;14.5;3.79;336.957;gps;0.055;0;0;0;1".
"1004;2022-09-09;10:22:36;46.029;14.5;3.79;337.018;gps;0.056;0;0;0;1".
"1005;2022-09-09;10:22:37;46.029;14.5;3.79;336.755;gps;0.054;0;0;0;1".
"1006;2022-09-09;10:22:38;46.029;14.5;3.79;337.352;gps;0.056;0;0;0;1".
"1007;2022-09-09;10:22:39;46.029;14.5;3.79;337.547;gps;0.057;0;0;0;1".
"1008;2022-09-09;10:22:40;46.029;14.5;3.79;337.035;gps;0.057;0;0;0;1".
"1009;2022-09-09;10:22:41;46.029;14.5;3.79;337.03;gps;0.058;0;0;0;1".
"1010;2022-09-09;10:22:42;46.03;14.5;3.79;337.202;gps;0.057;0;0;0;1".
"1011;2022-09-09;10:22:43;46.03;14.5;3.79;336.778;gps;0.058;0;0;0;1".
"1012;2022-09-09;10:22:44;46.03;14.5;3.79;337.239;gps;0.057;0;0;0;1".
"1013;2022-09-09;10:22:45;46.03;14.5;3.79;337.056;gps;0.057;0;0;0;1".
"1014;2022-09-09;10:22:46;46.03;14.5;3.79;337.039;gps;0.058;0;0;0;1".
"1015;2022-09-09;10:22:47;46.03;14.5;3.79;337.938;gps;0.057;0;0;0;1".
"1016;2022-09-09;10:22:48;46.03;14.5;3.79;337.629;gps;0.057;0;0;0;1".
"1017;2022-09-09;10:22:49;46.03;14.5;3.79;337.727;gps;0.057;0;0;0;1".
"1018;2022-09-09;10:22:50;46.03;14.5;3.79;337.697;gps;0.058;0;0;0;1".
"1019;2022-09-09;10:22:51;46.031;14.5;3.79;338.116;gps;0.057;0;0;0;1".
"1020;2022-09-09;10:22:52;46.031;14.5;3.79;337.725;gps;0.056;0;0;0;1".
"1021;2022-09-09;10:22:53;46.031;14.5;3.79;338.439;gps;0.059;0;0;0;1".
"1022;2022-09-09;10:22:54;46.031;14.5;3.79;338.521;gps;0.058;0;0;0;1".
"1023;2022-09-09;10:22:55;46.031;14.5;3.79;339.247;gps;0.055;0;0;0;1".
"1024;2022-09-09;10:22:56;46.031;14.5;3.79;339.357;gps;0.055;0;0;0;1".
"1025;2022-09-09;10:22:57;46.031;14.5;3.79;339.246;gps;0.054;0;0;0;1".
"1026;2022-09-09;10:22:58;46.031;14.5;3.79;338.925;gps;0.051;0;0;0;1".
"1027;2022-09-09;10:22:59;46.031;14.5;3.79;338.93;gps;0.052;0;0;0;1".
"1028;2022-09-09;10:23:00;46.031;14.5;3.79;338.983;gps;0.052;0;0;0;1".
"1029;2022-09-09;10:23:01;46.032;14.5;3.79;339.034;gps;0.051;0;0;0;1".
"1030;2022-09-09;10:23:02;46.032;14.5;3.79;339.044;gps;0.053;0;0;0;1".
"1031;2022-09-09;10:23:04;46.032;14.5;5.36;339.291;averaged;0.054;0.003;0.002;0;2".
"1032;2022-09-09;10:23:06;46.032;14.5;5.36;340.25;averaged;0.059;0;0;0;2".
"1033;2022-09-09;10:23:08;46.032;14.5;5.36;340.255;averaged;0.058;0;0;0;2".
"1034;2022-09-09;10:23:10;46.032;14.5;5.36;340.196;averaged;0.057;0.001;0.001;0;2".
"1035;2022-09-09;10:23:11;46.032;14.5;3.79;340.244;gps;0.058;0;0;0;1".
"1036;2022-09-09;10:23:12;46.032;14.5;3.79;340.186;gps;0.059;0;0;0;1".
"1037;2022-09-09;10:23:13;46.032;14.5;3.79;340.037;gps;0.059;0;0;0;1".
"1038;2022-09-09;10:23:14;46.032;14.5;3.79;340.102;gps;0.057;0;0;0;1".
"1039;2022-09-09;10:23:15;46.032;14.5;3.79;340.002;gps;0.055;0;0;0;1".
"1040;2022-09-09;10:23:16;46.032;14.5;3.79;339.646;gps;0.055;0;0;0;1".
"1041;2022-09-09;10:23:17;46.032;14.5;3.79;340.279;gps;0.055;0;0;0;1".
"1042;2022-09-09;10:23:18;46.032;14.5;3.79;340.018;gps;0.056;0;0;0;1".
"1043;2022-09-09;10:23:19;46.033;14.5;3.79;339.444;gps;0.058;0;0;0;1".
"1044;2022-09-09;10:23:20;46.033;14.5;3.79;339.992;gps;0.057;0;0;0;1".
"1045;2022-09-09;10:23:21;46.033;14.5;3.79;340.085;gps;0.058;0;0;0;1".
"1046;2022-09-09;10:23:22;46.033;14.5;3.79;340.05;gps;0.057;0;0;0;1".
"1047;2022-09-09;10:23:23;46.033;14.5;3.79;339.896;gps;0.057;0;0;0;1".
"1048;2022-09-09;10:23:24;46.033;14.5;3.79;339.854;gps;0.06;0;0;0;1".
"1049;2022-09-09;10:23:25;46.033;14.5;3.79;340.168;gps;0.06;0;0;0;1".
"1050;2022-09-09;10:23:26;46.033;14.5;3.79;340.283;gps;0.059;0;0;0;1".
"1051;2022-09-09;10:23:27;46.033;14.5;3.79;340.116;gps;0.059;0;0;0;1".
"1052;2022-09-09;10:23:28;46.034;14.5;3.79;340.612;gps;0.059;0;0;0;1".
"1053;2022-09-09;10:23:29;46.034;14.5;3.79;340.7;gps;0.057;0;0;0;1".
"1054;2022-09-09;10:23:30;46.034;14.5;3.79;340.293;gps;0.056;0;0;0;1".
"1055;2022-09-09;10:23:31;46.034;14.5;3.79;339.225;gps;0.056;0;0;0;1".
"1056;2022-09-09;10:23:32;46.034;14.5;3.79;339.58;gps;0.055;0;0;0;1".
"1057;2022-09-09;10:23:33;46.034;14.5;3.79;339.312;gps;0.054;0;0;0;1".
"1058;2022-09-09;10:23:34;46.034;14.5;3.79;339.012;gps;0.056;0;0;0;1".
"1059;2022-09-09;10:23:36;46.035;14.5;3.79;341.764;gps;0.058;0;0;0;1".
"1060;2022-09-09;10:23:37;46.035;14.5;3.79;342.223;gps;0.059;0;0;0;1".
"1061;2022-09-09;10:23:38;46.035;14.5;3.79;342.501;gps;0.062;0;0;0;1".
"1062;2022-09-09;10:23:39;46.035;14.5;3.79;342.942;gps;0.061;0;0;0;1".
"1063;2022-09-09;10:23:40;46.035;14.5;3.79;341.962;gps;0.059;0;0;0;1".
"1064;2022-09-09;10:23:41;46.035;14.5;3.79;342.066;gps;0.061;0;0;0;1".
"1065;2022-09-09;10:23:42;46.035;14.5;3.79;343.234;gps;0.06;0;0;0;1".
"1066;2022-09-09;10:23:43;46.035;14.5;3.79;343.143;gps;0.059;0;0;0;1".
"1067;2022-09-09;10:23:44;46.036;14.5;3.79;342.988;gps;0.058;0;0;0;1".
"1068;2022-09-09;10:23:45;46.036;14.5;3.79;343.265;gps;0.058;0;0;0;1".
"1069;2022-09-09;10:23:46;46.036;14.5;3.79;343.064;gps;0.058;0;0;0;1".
"1070;2022-09-09;10:23:47;46.036;14.5;3.79;343.738;gps;0.058;0;0;0;1".
"1071;2022-09-09;10:23:48;46.036;14.5;3.79;344.076;gps;0.058;0;0;0;1".
"1072;2022-09-09;10:23:49;46.036;14.5;3.79;344.445;gps;0.059;0;0;0;1".
"1073;2022-09-09;10:23:50;46.036;14.5;3.79;344.369;gps;0.061;0;0;0;1".
"1074;2022-09-09;10:23:51;46.036;14.5;3.79;344.666;gps;0.061;0;0;0;1".
"1075;2022-09-09;10:23:52;46.037;14.5;3.79;344.615;gps;0.06;0;0;0;1".
"1076;2022-09-09;10:23:53;46.037;14.5;3.79;344.809;gps;0.06;0;0;0;1".
"1077;2022-09-09;10:23:54;46.037;14.5;3.79;345.089;gps;0.06;0;0;0;1".
"1078;2022-09-09;10:23:55;46.037;14.5;3.79;344.632;gps;0.06;0;0;0;1".
"1079;2022-09-09;10:23:56;46.037;14.5;3.79;344.327;gps;0.059;0;0;0;1".
"1080;2022-09-09;10:23:57;46.037;14.5;3.79;344.457;gps;0.059;0;0;0;1".
"1081;2022-09-09;10:23:58;46.037;14.5;3.79;344.296;gps;0.061;0;0;0;1".
"1082;2022-09-09;10:23:59;46.037;14.5;3.79;344.488;gps;0.061;0;0;0;1".
"1083;2022-09-09;10:24:00;46.037;14.5;3.79;344.603;gps;0.062;0;0;0;1".
"1084;2022-09-09;10:24:01;46.037;14.5;3.79;344.527;gps;0.063;0;0;0;1".
"1085;2022-09-09;10:24:02;46.037;14.5;3.79;344.453;gps;0.061;0;0;0;1".
"1086;2022-09-09;10:24:04;46.037;14.5;5.36;344.277;averaged;0.062;0.001;0;0;2".
"1087;2022-09-09;10:24:12;46.037;14.5;10.72;344.733;averaged;0.058;0.003;0.001;0;8".
"1088;2022-09-09;10:24:14;46.038;14.5;5.36;345.983;averaged;0.056;0.001;0.001;0;2".
"1089;2022-09-09;10:24:16;46.038;14.5;5.36;346.155;averaged;0.057;0.001;0;0;2".
"1090;2022-09-09;10:24:17;46.038;14.5;3.79;345.972;gps;0.058;0;0;0;1".
"1091;2022-09-09;10:24:18;46.038;14.5;3.79;346.727;gps;0.058;0;0;0;1".
"1092;2022-09-09;10:24:19;46.038;14.5;3.79;346.843;gps;0.058;0;0;0;1".
"1093;2022-09-09;10:24:20;46.038;14.5;3.79;346.918;gps;0.057;0;0;0;1".
"1094;2022-09-09;10:24:21;46.038;14.5;3.79;346.789;gps;0.056;0;0;0;1".
"1095;2022-09-09;10:24:22;46.038;14.5;3.79;346.785;gps;0.055;0;0;0;1".
"1096;2022-09-09;10:24:23;46.038;14.5;3.79;346.958;gps;0.055;0;0;0;1".
"1097;2022-09-09;10:24:24;46.038;14.5;3.79;346.953;gps;0.054;0;0;0;1".
"1098;2022-09-09;10:24:25;46.038;14.5;3.79;346.005;gps;0.053;0;0;0;1".
"1099;2022-09-09;10:24:27;46.038;14.5;5.36;346.284;averaged;0.055;0.001;0.001;0;2".
"1100;2022-09-09;10:24:29;46.039;14.5;5.36;342.783;averaged;0.057;0.001;0;0;2".
"1101;2022-09-09;10:24:31;46.039;14.5;5.36;342.315;averaged;0.06;0.001;0.001;0;2".
"1102;2022-09-09;10:24:33;46.039;14.5;5.36;341.803;averaged;0.056;0.001;0.001;0;2".
"1103;2022-09-09;10:24:35;46.039;14.5;5.36;343.636;averaged;0.059;0;0;0;2".
"1104;2022-09-09;10:24:36;46.039;14.5;3.79;344.6;gps;0.062;0;0;0;1".
"1105;2022-09-09;10:24:37;46.04;14.5;3.79;344.079;gps;0.061;0;0;0;1".
"1106;2022-09-09;10:24:38;46.04;14.5;3.79;344.757;gps;0.062;0;0;0;1".
"1107;2022-09-09;10:24:39;46.04;14.5;3.79;343.532;gps;0.061;0;0;0;1".
"1108;2022-09-09;10:24:40;46.04;14.5;3.79;344.165;gps;0.059;0;0;0;1".
"1109;2022-09-09;10:24:41;46.04;14.5;3.79;344.123;gps;0.059;0;0;0;1".
"1110;2022-09-09;10:24:42;46.04;14.5;3.79;344.765;gps;0.06;0;0;0;1".
"1111;2022-09-09;10:24:42;46.04;14.5;3.79;344.008;gps;0.058;0;0;0;1".
"1112;2022-09-09;10:24:44;46.04;14.5;3.79;343.833;gps;0.059;0;0;0;1".
"1113;2022-09-09;10:24:44;46.04;14.5;3.79;343.906;gps;0.058;0;0;0;1".
"1114;2022-09-09;10:24:46;46.04;14.5;3.79;344.917;gps;0.058;0;0;0;1".
"1115;2022-09-09;10:24:46;46.041;14.5;3.79;345.05;gps;0.057;0;0;0;1".
"1116;2022-09-09;10:24:48;46.041;14.5;3.79;345.141;gps;0.055;0;0;0;1".
"1117;2022-09-09;10:24:48;46.041;14.5;3.79;345.34;gps;0.053;0;0;0;1".
"1118;2022-09-09;10:24:50;46.041;14.5;3.79;345.885;gps;0.054;0;0;0;1".
"1119;2022-09-09;10:24:50;46.041;14.5;3.79;346.312;gps;0.056;0;0;0;1".
"1120;2022-09-09;10:24:51;46.041;14.5;3.79;344.23;gps;0.055;0;0;0;1".
"1121;2022-09-09;10:24:52;46.041;14.5;3.79;344.599;gps;0.053;0;0;0;1".
"1122;2022-09-09;10:24:53;46.041;14.5;3.79;344.279;gps;0.055;0;0;0;1".
"1123;2022-09-09;10:24:54;46.041;14.5;3.79;344.033;gps;0.054;0;0;0;1".
"1124;2022-09-09;10:24:55;46.041;14.5;3.79;342.986;gps;0.055;0;0;0;1".
"1125;2022-09-09;10:24:56;46.041;14.499;3.79;342.12;gps;0.055;0;0;0;1".
"1126;2022-09-09;10:24:57;46.041;14.499;3.79;342.146;gps;0.055;0;0;0;1".
"1127;2022-09-09;10:24:58;46.041;14.499;3.79;341.867;gps;0.058;0;0;0;1".
"1128;2022-09-09;10:24:59;46.041;14.499;3.79;341.389;gps;0.056;0;0;0;1".
"1129;2022-09-09;10:25:00;46.041;14.499;3.79;341.773;gps;0.056;0;0;0;1".
"1130;2022-09-09;10:25:01;46.041;14.499;3.79;341.477;gps;0.057;0;0;0;1".
"1131;2022-09-09;10:25:02;46.041;14.499;3.79;340.848;gps;0.056;0;0;0;1".
"1132;2022-09-09;10:25:04;46.041;14.499;5.36;340.817;averaged;0.056;0.001;0.001;0;2".
"1133;2022-09-09;10:25:20;46.042;14.499;15.261;341.209;averaged;0.062;0.003;0.001;0;16".
"1134;2022-09-09;10:25:22;46.042;14.499;5.383;340.541;averaged;0.064;0.001;0.001;0;2".
"1135;2022-09-09;10:25:23;46.042;14.499;3.79;342.703;gps;0.063;0;0;0;1".
"1136;2022-09-09;10:25:24;46.042;14.499;3.79;342.289;gps;0.062;0;0;0;1".
"1137;2022-09-09;10:25:25;46.042;14.499;3.79;341.848;gps;0.061;0;0;0;1".
"1138;2022-09-09;10:25:26;46.042;14.499;3.79;340.955;gps;0.062;0;0;0;1".
"1139;2022-09-09;10:25:27;46.042;14.499;3.79;341.293;gps;0.061;0;0;0;1".
"1140;2022-09-09;10:25:28;46.042;14.499;3.79;341.883;gps;0.061;0;0;0;1".
"1141;2022-09-09;10:25:29;46.042;14.499;3.79;341.888;gps;0.063;0;0;0;1".
"1142;2022-09-09;10:25:31;46.042;14.499;5.36;342.447;averaged;0.064;0;0;0;2".
"1143;2022-09-09;10:25:32;46.042;14.499;3.79;342.681;gps;0.064;0;0;0;1".
"1144;2022-09-09;10:25:33;46.042;14.499;3.79;342.839;gps;0.067;0;0;0;1".
"1145;2022-09-09;10:25:34;46.042;14.498;3.79;342.211;gps;0.068;0;0;0;1".
"1146;2022-09-09;10:25:35;46.042;14.498;3.79;342.294;gps;0.069;0;0;0;1".
"1147;2022-09-09;10:25:36;46.042;14.498;3.79;342.623;gps;0.068;0;0;0;1".
"1148;2022-09-09;10:25:37;46.042;14.498;3.79;342.524;gps;0.068;0;0;0;1".
"1149;2022-09-09;10:25:38;46.042;14.498;3.79;342.227;gps;0.067;0;0;0;1".
"1150;2022-09-09;10:25:39;46.042;14.498;3.79;342.111;gps;0.066;0;0;0;1".
"1151;2022-09-09;10:25:40;46.042;14.498;3.79;342.589;gps;0.067;0;0;0;1".
"1152;2022-09-09;10:25:41;46.042;14.498;3.79;342.255;gps;0.066;0;0;0;1".
"1153;2022-09-09;10:25:42;46.042;14.498;3.79;342.477;gps;0.066;0;0;0;1".
"1154;2022-09-09;10:25:43;46.042;14.497;3.79;342.18;gps;0.064;0;0;0;1".
"1155;2022-09-09;10:25:44;46.042;14.497;3.79;342.271;gps;0.063;0;0;0;1".
"1156;2022-09-09;10:25:45;46.042;14.497;3.79;341.896;gps;0.063;0;0;0;1".
"1157;2022-09-09;10:25:46;46.042;14.497;3.79;342.471;gps;0.062;0;0;0;1".
"1158;2022-09-09;10:25:47;46.042;14.497;3.79;341.657;gps;0.062;0;0;0;1".
"1159;2022-09-09;10:25:48;46.042;14.497;3.79;341.876;gps;0.062;0;0;0;1".
"1160;2022-09-09;10:25:49;46.042;14.497;3.79;341.817;gps;0.062;0;0;0;1".
"1161;2022-09-09;10:25:50;46.041;14.497;3.79;342.023;gps;0.061;0;0;0;1".
"1162;2022-09-09;10:25:51;46.041;14.497;3.79;342.354;gps;0.06;0;0;0;1".
"1163;2022-09-09;10:25:52;46.041;14.496;3.79;342.123;gps;0.059;0;0;0;1".
"1164;2022-09-09;10:25:53;46.041;14.496;3.79;341.661;gps;0.057;0;0;0;1".
"1165;2022-09-09;10:25:54;46.041;14.496;3.79;341.74;gps;0.058;0;0;0;1".
"1166;2022-09-09;10:25:55;46.041;14.496;3.79;341.186;gps;0.059;0;0;0;1".
"1167;2022-09-09;10:25:56;46.041;14.496;3.79;341.234;gps;0.061;0;0;0;1".
"1168;2022-09-09;10:25:57;46.041;14.496;3.79;340.56;gps;0.064;0;0;0;1".
"1169;2022-09-09;10:25:58;46.041;14.496;3.79;340.774;gps;0.063;0;0;0;1".
"1170;2022-09-09;10:25:59;46.041;14.496;3.79;341.006;gps;0.062;0;0;0;1".
"1171;2022-09-09;10:26:00;46.041;14.496;3.79;340.978;gps;0.061;0;0;0;1".
"1172;2022-09-09;10:26:01;46.041;14.496;3.79;340.121;gps;0.063;0;0;0;1".
"1173;2022-09-09;10:26:02;46.041;14.495;3.79;339.967;gps;0.062;0;0;0;1".
"1174;2022-09-09;10:26:03;46.041;14.495;3.79;339.289;gps;0.062;0;0;0;1".
"1175;2022-09-09;10:26:04;46.041;14.495;3.79;339.345;gps;0.061;0;0;0;1".
"1176;2022-09-09;10:26:05;46.041;14.495;3.79;339.459;gps;0.063;0;0;0;1".
"1177;2022-09-09;10:26:06;46.041;14.495;3.79;338.83;gps;0.064;0;0;0;1".
"1178;2022-09-09;10:26:07;46.041;14.495;3.79;338.766;gps;0.065;0;0;0;1".
"1179;2022-09-09;10:26:08;46.041;14.495;3.79;338.326;gps;0.065;0;0;0;1".
"1180;2022-09-09;10:26:09;46.041;14.495;3.79;338.31;gps;0.064;0;0;0;1".
"1181;2022-09-09;10:26:10;46.041;14.494;3.79;338.574;gps;0.062;0;0;0;1".
"1182;2022-09-09;10:26:11;46.041;14.494;3.79;337.912;gps;0.063;0;0;0;1".
"1183;2022-09-09;10:26:12;46.041;14.494;3.79;338.252;gps;0.062;0;0;0;1".
"1184;2022-09-09;10:26:13;46.041;14.494;3.79;338.737;gps;0.063;0;0;0;1".
"1185;2022-09-09;10:26:14;46.041;14.494;3.79;338.711;gps;0.064;0;0;0;1".
"1186;2022-09-09;10:26:15;46.041;14.494;3.79;338.818;gps;0.064;0;0;0;1".
"1187;2022-09-09;10:26:16;46.041;14.494;3.79;338.975;gps;0.064;0;0;0;1".
"1188;2022-09-09;10:26:17;46.04;14.494;3.79;338.939;gps;0.063;0;0;0;1".
"1189;2022-09-09;10:26:18;46.04;14.494;3.806;339.101;gps;0.061;0;0;0;1".
"1190;2022-09-09;10:26:19;46.04;14.494;3.79;338.596;gps;0.06;0;0;0;1".
"1191;2022-09-09;10:26:20;46.04;14.493;3.79;337.948;gps;0.059;0;0;0;1".
"1192;2022-09-09;10:26:21;46.04;14.493;3.79;337.445;gps;0.061;0;0;0;1".
"1193;2022-09-09;10:26:22;46.04;14.493;3.79;339.013;gps;0.06;0;0;0;1".
"1194;2022-09-09;10:26:23;46.04;14.493;3.79;339.168;gps;0.059;0;0;0;1".
"1195;2022-09-09;10:26:24;46.04;14.493;3.79;338.782;gps;0.059;0;0;0;1".
"1196;2022-09-09;10:26:25;46.04;14.493;3.79;339.267;gps;0.059;0;0;0;1".
"1197;2022-09-09;10:26:26;46.04;14.493;3.79;340.021;gps;0.059;0;0;0;1".
"1198;2022-09-09;10:26:27;46.04;14.493;3.79;338.893;gps;0.06;0;0;0;1".
